t,Z
0.07112,6.761502180399915
0.07114,6.759460678952802
0.07116,6.757334325227863
0.07118,6.755120617825707
0.0712,6.752823082076419
0.07122,6.750432006535568
0.07124,6.747955948038823
0.07126,6.745403214400981
0.07128,6.742770324280084
0.0713,6.740062703006884
0.07132,6.737289869931783
0.07134,6.734446917946746
0.07136,6.731544676348566
0.07138,6.728583574133442
0.0714,6.725581114182703
0.07142,6.722541651573671
0.07144,6.719460253337112
0.07146,6.716341241325766
0.07148,6.713196580910129
0.0715,6.710018701906219
0.07152,6.706809684207408
0.07154,6.703575114203306
0.07156,6.700313505008649
0.07158,6.697017599196842
0.0716,6.693698130544304
0.07162,6.690349900295602
0.07164,6.6869674118373625
0.07166,6.683550808982125
0.07168,6.680106319233009
0.0717,6.676629698331827
0.07172,6.6731247680518
0.07174,6.6695905808776725
0.07176,6.666027979049501
0.07178,6.662441835756091
0.0718,6.658817145165791
0.07182,6.655167597829908
0.07184,6.651492152042024
0.07186,6.647790665015287
0.07188,6.644070622986893
0.0719,6.640328084511962
0.07192,6.636573714252042
0.07194,6.632803359294936
0.07196,6.629012446231109
0.07198,6.625202668465865
0.072,6.621380478352206
0.07202,6.617548349459209
0.07204,6.613698817225954
0.07206,6.609835688140398
0.07208,6.605959523615146
0.0721,6.60206258794846
0.07212,6.5981475432387064
0.07214,6.594220603848083
0.07216,6.590278530690552
0.07218,6.586320873921038
0.0722,6.582348413442831
0.07222,6.578359068823309
0.07224,6.5743608721390725
0.07226,6.570347212750375
0.07228,6.566317337955662
0.0723,6.5622754516876745
0.07232,6.558216322005546
0.07234,6.554142822007184
0.07236,6.550050788242754
0.07238,6.545935271391163
0.0724,6.541797344716178
0.07242,6.53764107397286
0.07244,6.5334688205770615
0.07246,6.52926988039439
0.07248,6.525044336409135
0.0725,6.520794099604115
0.07252,6.5165205256930445
0.07254,6.512224821671223
0.07256,6.5079080865194046
0.07258,6.503574171565651
0.0726,6.499212985647705
0.07262,6.494832803154637
0.07264,6.490432240537455
0.07266,6.486010942654473
0.07268,6.48157342998216
0.0727,6.477130750140017
0.07272,6.472671953423525
0.07274,6.468200594649692
0.07276,6.463721427192807
0.07278,6.459220736621386
0.0728,6.454702323388428
0.07282,6.450176804791395
0.07284,6.445644366271866
0.07286,6.441096237998861
0.07288,6.436534789545274
0.0729,6.43196051360886
0.07292,6.427372172074452
0.07294,6.422768448913168
0.07296,6.418148100671244
0.07298,6.413503571089375
0.073,6.40884202184317
0.07302,6.404163604283066
0.07304,6.399471858245565
0.07306,6.394751656141692
0.07308,6.390017812919549
0.0731,6.385261572342425
0.07312,6.3804874841953625
0.07314,6.375697609570381
0.07316,6.370886219465427
0.07318,6.3660528913702255
0.0732,6.361198585898893
0.07322,6.3563094096271655
0.07324,6.351391875164854
0.07326,6.3464387355062835
0.07328,6.341455914128565
0.0733,6.336433670547019
0.07332,6.331376718356946
0.07334,6.326286847605877
0.07336,6.321162878179645
0.07338,6.31599870526506
0.0734,6.310797090027285
0.07342,6.305557248180922
0.07344,6.300283675084385
0.07346,6.2949678714099635
0.07348,6.289621705996172
0.0735,6.284241048077114
0.07352,6.278826526122096
0.07354,6.273376244403405
0.07356,6.2679017926267715
0.07358,6.262387203882517
0.0736,6.256841436231724
0.07362,6.2512700297508355
0.07364,6.2456751906665176
0.07366,6.240051092575075
0.07368,6.234403017209399
0.0737,6.228725968943621
0.07372,6.22301269238488
0.07374,6.217269241956338
0.07376,6.2114888719974495
0.07378,6.2056756059039335
0.0738,6.199831365175214
0.07382,6.193965817950744
0.07384,6.188060933170336
0.07386,6.182118130272228
0.07388,6.176139719435568
0.0739,6.170122367987408
0.07392,6.164069712140079
0.07394,6.157980032579384
0.07396,6.151855682920856
0.07398,6.145688103589786
0.074,6.139474982532465
0.07402,6.133227482868313
0.07404,6.126938030634873
0.07406,6.120604995581187
0.07408,6.114238075414652
0.0741,6.107838560914177
0.07412,6.1014065835343345
0.07414,6.094948987684027
0.07416,6.088463584167399
0.07418,6.081958913007344
0.0742,6.075430141118369
0.07422,6.068878649698324
0.07424,6.062317236856434
0.07426,6.05574354212785
0.07428,6.049157499821769
0.0743,6.042564508273018
0.07432,6.03596408272951
0.07434,6.029351570662566
0.07436,6.022736092319911
0.07438,6.016106372341608
0.0744,6.009463045090088
0.07442,6.002796855823303
0.07444,5.996107102865687
0.07446,5.989396857847573
0.07448,5.982668797104037
0.0745,5.97590910790491
0.07452,5.969112050703345
0.07454,5.962266038521854
0.07456,5.955372929054363
0.07458,5.948433913398747
0.0746,5.941452300398734
0.07462,5.9344138426340605
0.07464,5.927332018596382
0.07466,5.92019600143538
0.07468,5.91301306701458
0.0747,5.905774523843329
0.07472,5.8984670255226375
0.07474,5.8910986413517294
0.07476,5.883672895960243
0.07478,5.876188856951248
0.0748,5.868638131183283
0.07482,5.861039779866072
0.07484,5.853376161507247
0.07486,5.845662906249271
0.07488,5.837908128640158
0.0749,5.830117607811622
0.07492,5.822279026216255
0.07494,5.814405552531607
0.07496,5.806504836514289
0.07498,5.7985917079224185
0.075,5.790659931334077
0.07502,5.782713739491765
0.07504,5.774755792454682
0.07506,5.766800848326768
0.07508,5.75883819103563
0.0751,5.750873927094827
0.07512,5.742901056898325
0.07514,5.734914476113878
0.07516,5.726906471634613
0.07518,5.718865006884541
0.0752,5.710798983294272
0.07522,5.702702949401559
0.07524,5.694556727033123
0.07526,5.686359428129486
0.07528,5.678109585962293
0.0753,5.669811794255765
0.07532,5.661455656103414
0.07534,5.653046950930748
0.07536,5.644579272238716
0.07538,5.636056386927372
0.0754,5.627474323065138
0.07542,5.619985196248833
0.07544,5.613411300827819
0.07546,5.607848640861992
0.07548,5.603832132174603
0.0755,5.600441110352312
0.07552,5.596808766043567
0.07554,5.592876409336047
0.07556,5.588179017152963
0.07558,5.582533579534918
0.0756,5.5765300295522815
0.07562,5.570359301195276
0.07564,5.563484798827057
0.07566,5.55566249696159
0.07568,5.546904118501165
0.0757,5.536531198439466
0.07572,5.526199245281299
0.07574,5.516986589057107
0.07576,5.508099817453604
0.07578,5.500052179658981
0.0758,5.4925577061967745
0.07582,5.484965787699159
0.07584,5.477407009150079
0.07586,5.469749791927849
0.07588,5.461645237190645
0.0759,5.453982015638838
0.07592,5.446666538268905
0.07594,5.439400035577135
0.07596,5.432024906422458
0.07598,5.4240549348121325
0.076,5.415820074246886
0.07602,5.407297147374204
0.07604,5.398485108303305
0.07606,5.389549173264015
0.07608,5.38035932192827
0.0761,5.370786578193562
0.07612,5.361297868782836
0.07614,5.351598773627824
0.07616,5.341755573596826
0.07618,5.3320274223923585
0.0762,5.3224054959904405
0.07622,5.312900532173947
0.07624,5.303634410467456
0.07626,5.294593193601314
0.07628,5.285711328742807
0.0763,5.277102283443432
0.07632,5.268674055596835
0.07634,5.260370928107564
0.07636,5.25231373329993
0.07638,5.2444355979730135
0.0764,5.236688298743827
0.07642,5.229129577625574
0.07644,5.221653503675538
0.07646,5.214169886581052
0.07648,5.206677387848333
0.0765,5.199083237923071
0.07652,5.19129371421995
0.07654,5.1833214478258505
0.07656,5.175117864635875
0.07658,5.1666539428151825
0.0766,5.157978905022235
0.07662,5.1491236791602395
0.07664,5.140077403224487
0.07666,5.130897070983339
0.07668,5.121592298861842
0.0767,5.112172868170505
0.07672,5.102680164030839
0.07674,5.093135761229556
0.07676,5.0835595217992084
0.07678,5.073982786479849
0.0768,5.064432170284886
0.07682,5.054935552100587
0.07684,5.0455485115471905
0.07686,5.036317165071793
0.07688,5.027242095083571
0.0769,5.018313852075811
0.07692,5.009548119308773
0.07694,5.000936129810056
0.07696,4.992449877378119
0.07698,4.984065585966579
0.077,4.975775760164944
0.07702,4.967564736336956
0.07704,4.959413975397902
0.07706,4.951297484607455
0.07708,4.9431910552677145
0.0771,4.935091434177701
0.07712,4.926980321709543
0.07714,4.918865436479344
0.07716,4.9107528997347005
0.07718,4.90264670835974
0.0772,4.894565827517848
0.07722,4.886515578511931
0.07724,4.878504583717214
0.07726,4.87052280187743
0.07728,4.862578958284462
0.0773,4.854566967645741
0.07732,4.846581419421686
0.07734,4.838609555951553
0.07736,4.830563246621072
0.07738,4.822564770679958
0.0774,4.814602292620934
0.07742,4.806696300735559
0.07744,4.798906009057602
0.07746,4.791314140082238
0.07748,4.7838021065259735
0.0775,4.776156723564112
0.07752,4.7684922904002605
0.07754,4.760800615814181
0.07756,4.753023534290806
0.07758,4.74532239437092
0.0776,4.737716072508852
0.07762,4.730192449953706
0.07764,4.722855622540085
0.07766,4.715678849287272
0.07768,4.708658114744387
0.0777,4.701851176351241
0.07772,4.695232262586239
0.07774,4.688791395084483
0.07776,4.682524776248612
0.07778,4.676432735741667
0.0778,4.670484534877923
0.07782,4.664706623607822
0.07784,4.65907887129362
0.07786,4.653569268663425
0.07788,4.64815164755639
0.0779,4.642911003781809
0.07792,4.637704735838404
0.07794,4.632724491576611
0.07796,4.627734990539828
0.07798,4.6227784445084605
0.078,4.617879151440929
0.07802,4.612930028498741
0.07804,4.607981860806941
0.07806,4.6031505429183746
0.07808,4.598417512513775
0.0781,4.5937519077851885
0.07812,4.589230761132653
0.07814,4.584669283931975
0.07816,4.5804930498470275
0.07818,4.57622934060826
0.0782,4.571944382030686
0.07822,4.567850188924896
0.07824,4.563769334550593
0.07826,4.559863107749586
0.07828,4.556209101161531
0.0783,4.552736306789295
0.07832,4.549517605873063
0.07834,4.546559870293935
0.07836,4.543842726924665
0.07838,4.541388338715065
0.0784,4.539152130946871
0.07842,4.537081146155295
0.07844,4.535177808995361
0.07846,4.53345061924943
0.07848,4.531857147917679
0.0785,4.530426361911373
0.07852,4.5291641687825015
0.07854,4.528038829281963
0.07856,4.527086167586119
0.07858,4.526333249845272
0.0786,4.525754085215294
0.07862,4.5253577498560285
0.07864,4.525136288829315
0.07866,4.525067721760866
0.07868,4.525144720933964
0.0787,4.525391068966691
0.07872,4.525787900520372
0.07874,4.526335322745483
0.07876,4.527062605391735
0.07878,4.5279726572200225
0.0788,4.529087249439054
0.07882,4.53037290462742
0.07884,4.531832111319124
0.07886,4.533439186235075
0.07888,4.5351861970808125
0.0789,4.537085109413008
0.07892,4.539115532423784
0.07894,4.5412811285487065
0.07896,4.543585480492653
0.07898,4.546035137923758
0.079,4.548642700582617
0.07902,4.5514109156470655
0.07904,4.554328463045376
0.07906,4.557399059923734
0.07908,4.560619519342826
0.0791,4.563975575260303
0.07912,4.567475158477042
0.07914,4.571123834288817
0.07916,4.57492609479445
0.07918,4.578871576504559
0.0792,4.582971639771374
0.07922,4.587220708587146
0.07924,4.591611428134649
0.07926,4.596127984609954
0.07928,4.6007737645141855
0.0793,4.605554870717921
0.07932,4.610472472272925
0.07934,4.615508349590508
0.07936,4.620652184297813
0.07938,4.625929435056588
0.0794,4.631330873633677
0.07942,4.6368605783797285
0.07944,4.642496378827487
0.07946,4.6482315135597405
0.07948,4.65406163438361
0.0795,4.659972715309131
0.07952,4.66596898428877
0.07954,4.6720425166150115
0.07956,4.678182869495759
0.07958,4.684391471355696
0.0796,4.690660990909124
0.07962,4.696972956675417
0.07964,4.7033364471698915
0.07966,4.709719414571833
0.07968,4.716125573372013
0.0797,4.72253830165635
0.07972,4.7289484825668415
0.07974,4.735327396503913
0.07976,4.741667720069435
0.07978,4.7479419683592825
0.0798,4.754138524094653
0.07982,4.760263614619953
0.07984,4.766301236310687
0.07986,4.772238683126699
0.07988,4.778081855334999
0.0799,4.783788103560763
0.07992,4.789364520698698
0.07994,4.794779758672083
0.07996,4.800034093686615
0.07998,4.805112625815953
0.08,1.3119142624456015
